manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_capacity,body_type,has_warranty,drivetrain,price_usd,is_exchangeable
Mitsubishi,Lancer,automatic,black,245000,2008,gasoline,False,2.0,sedan,False,front,6500.0,True
Mitsubishi,Galant,automatic,other,193121,2002,gasoline,False,2.4,sedan,False,front,1999.0,False
Mitsubishi,Pajero,automatic,silver,324000,2002,diesel,False,3.2,suv,False,all,6500.0,True
Mitsubishi,Galant,mechanical,other,420000,1988,hybrid-diesel,False,1.8,sedan,False,front,400.0,False
Mitsubishi,Space Star,mechanical,white,55000,2016,gasoline,False,1.0,hatchback,False,front,6777.0,False
Mitsubishi,Lancer,mechanical,black,206000,2008,gasoline,False,1.8,sedan,False,front,6500.0,True
Mitsubishi,L200,automatic,blue,247000,2007,diesel,False,2.5,suv,False,all,12000.0,True
Mitsubishi,Lancer,automatic,blue,170000,2007,gasoline,False,2.0,sedan,False,front,6000.0,False
Mitsubishi,Outlander,automatic,white,79225,2016,gasoline,False,3.0,suv,False,all,26000.0,False
Mitsubishi,Galant,automatic,black,380000,2004,gasoline,False,2.4,sedan,False,front,3200.0,True
Mitsubishi,Pajero Sport,automatic,grey,200000,2000,gasoline,False,3.0,suv,False,all,4500.0,True
Mitsubishi,Colt,mechanical,white,300000,1994,gasoline,False,1.3,hatchback,False,front,899.0,False
Mitsubishi,Carisma,mechanical,grey,368000,2003,gasoline,False,1.6,sedan,False,front,1700.0,False
Mitsubishi,Lancer,mechanical,other,190000,2007,gasoline,False,1.5,sedan,False,front,6000.0,True
Mitsubishi,Eclipse,mechanical,orange,158736,2006,gasoline,False,2.4,coupe,False,front,6650.0,False
Mitsubishi,Lancer,mechanical,green,486000,1997,gasoline,False,1.6,universal,False,front,650.0,False
Mitsubishi,Montero,automatic,blue,467,2000,gasoline,False,3.0,suv,False,rear,5700.0,False
Mitsubishi,Space Star,mechanical,red,290000,1999,gasoline,False,1.8,minivan,False,front,2450.0,False
Mitsubishi,Pajero Sport,mechanical,grey,296000,2003,diesel,False,2.5,suv,False,all,7950.0,True
Mitsubishi,Eclipse,mechanical,red,375000,1993,gasoline,False,2.0,coupe,False,front,1000.0,True
Mitsubishi,Pajero,mechanical,blue,330000,1998,diesel,False,2.8,suv,False,all,5500.0,True
Mitsubishi,Lancer,mechanical,silver,220000,1999,gasoline,False,1.3,liftback,False,front,1280.47,False
Mitsubishi,Lancer,automatic,grey,216000,2008,gasoline,False,1.8,sedan,False,front,5950.0,True
Mitsubishi,Galant,automatic,red,300000,1997,gasoline,False,2.0,sedan,False,front,1400.0,True
Mitsubishi,Space Wagon,mechanical,silver,340000,1999,gasoline,False,2.4,minivan,False,front,1900.0,False
Mitsubishi,Galant,mechanical,silver,310000,1993,gasoline,False,2.0,sedan,False,front,1400.0,True
Mitsubishi,Pajero,automatic,black,275000,2007,gasoline,False,3.8,suv,False,all,11000.0,True
Mitsubishi,Space Wagon,mechanical,other,378000,1996,diesel,False,2.0,minivan,False,front,2000.0,True
Mitsubishi,Galant,mechanical,silver,320000,1995,gasoline,False,2.0,sedan,False,front,999.0,True
Mitsubishi,Carisma,mechanical,blue,343000,1998,gasoline,False,1.6,hatchback,False,front,1650.0,False
Mitsubishi,L200,mechanical,grey,64000,2015,diesel,False,2.5,suv,False,all,19500.0,False
Mitsubishi,Carisma,mechanical,blue,470000,1997,diesel,False,1.9,hatchback,False,front,1500.0,False
Mitsubishi,Mirage,automatic,white,384000,2000,gasoline,False,1.8,sedan,False,front,1600.0,False
Mitsubishi,Colt,mechanical,silver,290000,2005,diesel,False,1.5,hatchback,False,front,3700.0,False
Mitsubishi,Lancer,mechanical,other,153000,2007,gasoline,False,1.5,sedan,False,front,5500.0,True
Mitsubishi,Space Runner,mechanical,yellow,297555,1996,gasoline,False,1.8,minivan,False,front,1050.0,False
Mitsubishi,Outlander,automatic,silver,165000,2010,gasoline,False,2.0,suv,False,front,10990.0,True
Mitsubishi,Pajero,automatic,silver,389000,2003,diesel,False,3.2,suv,False,all,9900.0,False
Mitsubishi,Outlander,automatic,other,69000,2009,gasoline,False,2.4,suv,False,all,12100.0,False
Mitsubishi,Space Star,mechanical,silver,250000,1999,gasoline,False,1.3,hatchback,False,front,2150.0,False
Mitsubishi,Galant,mechanical,green,400000,1997,gas,True,2.0,sedan,False,front,2150.0,False
Mitsubishi,Galant,automatic,grey,397000,1998,gasoline,False,2.5,sedan,False,front,3000.0,True
Mitsubishi,Lancer,automatic,black,212433,2010,gasoline,False,2.0,sedan,False,front,7750.0,True
Mitsubishi,Outlander,automatic,silver,164,2012,gasoline,False,2.0,suv,False,front,12300.0,False
Mitsubishi,Colt,mechanical,violet,400000,1991,gasoline,False,1.3,coupe,False,front,474.25,True
Mitsubishi,RVR,automatic,white,176000,2010,gasoline,False,2.0,universal,False,front,9500.0,False
Mitsubishi,Pajero,automatic,white,140000,1999,gasoline,False,1.8,suv,False,all,6900.0,True
Mitsubishi,Montero,automatic,green,180000,2000,gasoline,False,3.0,suv,False,rear,4700.0,True
Mitsubishi,Carisma,mechanical,other,500000,1999,diesel,False,1.9,hatchback,False,front,1422.74,False
Mitsubishi,Galant,mechanical,silver,392000,1997,gasoline,False,2.0,universal,False,front,1600.0,False
Mitsubishi,Colt,mechanical,white,123456,1992,gasoline,False,1.6,hatchback,False,front,350.0,True
Mitsubishi,Galant,mechanical,silver,328099,1997,gasoline,False,2.5,sedan,False,front,2800.0,True
Mitsubishi,Pajero,mechanical,silver,170000,1993,gas,True,3.0,suv,False,all,3500.0,True
Mitsubishi,Outlander,automatic,silver,272000,2003,gasoline,False,2.4,suv,False,front,5000.0,True
Mitsubishi,Galant,automatic,grey,260000,2003,gasoline,False,2.4,sedan,False,front,3700.0,False
Mitsubishi,Colt,mechanical,red,300000,1996,gasoline,False,1.3,hatchback,False,front,1500.0,False
Mitsubishi,ASX,mechanical,red,13300,2018,gasoline,False,1.6,suv,False,front,17800.0,False
Mitsubishi,Montero,automatic,silver,193121,2004,gasoline,False,3.8,suv,False,all,9000.0,True
Mitsubishi,Galant,mechanical,blue,394000,1997,gasoline,False,2.0,sedan,False,front,1300.0,False
Mitsubishi,Galant,automatic,white,402336,1999,gasoline,False,2.4,sedan,False,front,1800.0,False
Mitsubishi,Galant,mechanical,green,400000,2000,diesel,False,2.0,sedan,False,front,1500.0,False
Mitsubishi,Lancer,mechanical,silver,323417,1993,gasoline,False,1.3,sedan,False,front,800.0,True
Mitsubishi,Pajero,automatic,black,211111,2007,gasoline,False,3.8,suv,False,all,10900.0,True
Mitsubishi,Colt,automatic,black,94000,2006,diesel,False,1.5,hatchback,False,front,4900.0,False
Mitsubishi,Galant,automatic,green,381415,1996,gasoline,False,2.0,sedan,False,front,2250.0,True
Mitsubishi,Galant,mechanical,silver,400000,1993,gasoline,False,1.8,sedan,False,front,1300.0,True
Mitsubishi,Outlander,mechanical,silver,250000,2003,gasoline,False,2.0,suv,False,all,5000.0,False
Mitsubishi,Galant,automatic,green,480000,1997,gasoline,False,2.0,universal,False,front,2200.0,True
Mitsubishi,Lancer,automatic,black,120000,2011,gasoline,False,1.5,sedan,False,front,7700.0,False
Mitsubishi,Lancer,automatic,white,118892,2007,gasoline,False,2.0,sedan,False,front,6700.0,True
Mitsubishi,Galant,mechanical,green,372700,1997,gasoline,False,2.0,sedan,False,front,2200.0,False
Mitsubishi,Lancer,automatic,brown,257495,2009,gasoline,False,2.4,sedan,False,front,6300.0,False
Mitsubishi,Carisma,mechanical,red,350000,1998,gasoline,False,1.8,hatchback,False,front,950.0,False
Mitsubishi,Pajero,automatic,black,267000,2010,diesel,False,3.2,suv,False,all,19500.0,False
Mitsubishi,Grandis,automatic,silver,298000,2008,gas,True,2.4,minivan,False,front,9400.0,False
Mitsubishi,Pajero Sport,mechanical,black,120000,2014,diesel,False,2.5,suv,False,all,18500.0,True
Mitsubishi,Galant,mechanical,other,440000,1994,gasoline,False,2.0,sedan,False,front,700.0,False
Mitsubishi,Pajero,automatic,blue,35000,1997,diesel,False,2.8,suv,False,all,4800.0,True
Mitsubishi,Colt,mechanical,white,400000,1993,gasoline,False,1.6,hatchback,False,front,950.0,True
Mitsubishi,Outlander,mechanical,black,227000,2004,gasoline,False,2.0,suv,False,all,5600.0,False
Mitsubishi,Space Wagon,mechanical,white,350000,1992,gasoline,False,2.0,minivan,False,front,1000.0,False
Mitsubishi,Space Star,mechanical,red,220000,2003,gasoline,False,1.6,minivan,False,front,2750.0,False
Mitsubishi,Outlander,automatic,black,179500,2010,gasoline,False,2.4,suv,False,all,9933.0,True
Mitsubishi,L200,automatic,silver,112656,2014,diesel,False,2.5,pickup,False,all,23833.0,True
Mitsubishi,Pajero,automatic,black,285000,2008,gasoline,False,3.0,suv,False,all,12133.0,False
Mitsubishi,Outlander,automatic,black,321869,2005,gasoline,False,2.4,suv,False,front,6650.0,False
Mitsubishi,Space Star,mechanical,white,300000,1999,gasoline,False,1.3,minivan,False,front,2500.0,False
Mitsubishi,Lancer Evolution,mechanical,grey,103000,2006,gasoline,False,2.0,sedan,False,all,17850.0,True
Mitsubishi,Pajero,automatic,black,446000,2004,diesel,False,3.2,suv,False,rear,8995.0,False
Mitsubishi,Lancer,mechanical,black,153000,2013,gasoline,False,1.6,sedan,False,front,10833.0,True
Mitsubishi,Lancer,mechanical,red,178637,2005,gasoline,False,2.0,sedan,False,front,4700.0,True
Mitsubishi,Montero,automatic,other,293383,1999,gasoline,False,3.0,suv,False,all,4300.0,False
Mitsubishi,Outlander,automatic,silver,225308,2003,gasoline,False,2.4,suv,False,all,5500.0,False
Mitsubishi,Galant,mechanical,blue,400000,1997,gas,True,2.0,sedan,False,front,2150.0,True
Mitsubishi,Colt,mechanical,green,208000,1998,gasoline,False,1.3,hatchback,False,front,1650.0,False
Mitsubishi,Space Gear,mechanical,silver,300000,1995,gas,True,2.0,minivan,False,rear,2200.0,False
Mitsubishi,Lancer,mechanical,other,137000,2008,gasoline,False,1.8,sedan,False,front,6307.5,True
Mitsubishi,ASX,automatic,grey,102000,2013,gasoline,False,1.8,suv,False,front,12700.0,False
Mitsubishi,Eclipse,automatic,green,275000,2001,gasoline,False,2.4,coupe,False,front,3000.0,True
Mitsubishi,Carisma,mechanical,blue,360000,1997,gasoline,False,1.8,hatchback,False,front,1700.0,False
Mitsubishi,Pajero,automatic,grey,263000,2002,gasoline,False,3.5,suv,False,all,7500.0,True
Mitsubishi,Outlander,mechanical,silver,400000,2005,gasoline,False,2.0,suv,False,all,4990.0,False
Mitsubishi,Pajero,automatic,other,280000,2007,diesel,False,3.2,suv,False,all,12650.0,False
Mitsubishi,Outlander,automatic,silver,215000,2003,gasoline,False,2.4,suv,False,front,4800.0,False
Mitsubishi,Lancer,mechanical,red,130000,2014,gasoline,False,1.6,sedan,False,front,8700.0,False
Mitsubishi,Lancer,automatic,black,156000,2008,gasoline,False,1.5,sedan,False,front,6550.0,True
Mitsubishi,Galant,automatic,red,257495,1999,gasoline,False,2.4,sedan,False,front,1200.0,False
Mitsubishi,Space Wagon,mechanical,violet,224000,1998,gasoline,False,2.4,minivan,False,front,3800.0,True
Mitsubishi,Carisma,mechanical,blue,280000,1996,gasoline,False,1.6,hatchback,False,front,950.0,False
Mitsubishi,Carisma,mechanical,red,366000,1998,gasoline,False,1.6,sedan,False,front,1900.0,False
Mitsubishi,Outlander,automatic,white,90000,2013,gasoline,False,2.0,suv,False,front,14950.0,True
Mitsubishi,Space Wagon,mechanical,green,356430,1996,gasoline,False,2.0,minivan,False,front,2964.05,True
Mitsubishi,Pajero,automatic,silver,155000,2007,gasoline,False,3.8,suv,False,all,11500.0,False
Mitsubishi,Space Star,mechanical,green,200000,1999,gasoline,False,1.3,minivan,False,front,2600.0,True
Mitsubishi,Grandis,automatic,grey,400000,2004,gasoline,False,2.4,minivan,False,front,7000.0,True
Mitsubishi,Lancer,mechanical,red,218000,1998,gas,True,1.6,universal,False,front,1900.0,True
Mitsubishi,Carisma,mechanical,silver,410000,1999,gas,True,1.6,hatchback,False,front,1000.0,False
Mitsubishi,Galant,automatic,blue,300000,1998,gasoline,False,2.5,sedan,False,front,2000.0,False
Mitsubishi,ASX,mechanical,white,118835,2010,gasoline,False,1.6,suv,False,front,9400.0,False
Mitsubishi,Lancer,automatic,silver,220000,2003,gasoline,False,1.6,sedan,False,front,4450.0,True
Mitsubishi,Outlander,automatic,white,233355,2003,gasoline,False,2.4,suv,False,all,5200.0,False
Mitsubishi,Space Star,mechanical,silver,425000,2002,diesel,False,1.9,hatchback,False,front,3100.0,False
Mitsubishi,Outlander,automatic,blue,217400,2008,gasoline,False,2.4,suv,False,all,9350.0,False
Mitsubishi,Colt,mechanical,grey,110000,2010,gasoline,False,1.3,hatchback,False,front,5750.0,False
Mitsubishi,Space Wagon,mechanical,blue,300000,1994,diesel,False,2.0,minivan,False,front,1500.0,False
Mitsubishi,Galant,mechanical,blue,316000,1994,gasoline,False,1.8,sedan,False,front,1350.0,False
Mitsubishi,Lancer,automatic,black,235000,2008,gasoline,False,1.6,sedan,False,front,4700.0,False
Mitsubishi,Space Wagon,mechanical,red,335000,1996,gas,True,2.0,minivan,False,front,1000.0,True
Mitsubishi,Colt,mechanical,yellow,175000,1998,gasoline,False,1.3,hatchback,False,front,948.5,False
Mitsubishi,Space Wagon,mechanical,green,350000,1996,gasoline,False,2.0,minivan,False,front,3005.79,True
Mitsubishi,Galant,mechanical,white,456000,1988,gasoline,False,1.8,sedan,False,front,150.0,True
Mitsubishi,Lancer,mechanical,blue,300000,1996,gasoline,False,1.5,sedan,False,front,1050.0,False
Mitsubishi,Carisma,mechanical,blue,212000,1996,gasoline,False,1.8,hatchback,False,front,1300.0,False
Mitsubishi,Outlander,automatic,silver,202000,2006,gasoline,False,2.4,suv,False,all,6500.0,False
Mitsubishi,Lancer,mechanical,silver,2000,2005,gasoline,False,1.3,sedan,False,front,2400.0,True
Mitsubishi,Lancer,automatic,black,200000,2005,gasoline,False,2.0,sedan,False,front,3500.0,True
Mitsubishi,Lancer,automatic,silver,188000,2008,gasoline,False,1.5,sedan,False,front,6500.0,True
Mitsubishi,Lancer,mechanical,white,101000,2011,gasoline,False,1.5,sedan,False,front,7445.7,False
Mitsubishi,Colt,mechanical,silver,234000,1995,gasoline,False,1.3,hatchback,False,front,1000.0,False
Mitsubishi,Carisma,mechanical,blue,300000,1998,diesel,False,1.9,hatchback,False,front,2000.0,True
Mitsubishi,Lancer,mechanical,grey,176000,2008,gasoline,False,1.8,hatchback,False,front,6000.0,False
Mitsubishi,Pajero,mechanical,black,200000,1989,diesel,False,2.5,suv,False,all,2700.0,False
Mitsubishi,Lancer,automatic,other,289682,2002,gasoline,False,2.0,sedan,False,front,3000.0,False
Mitsubishi,Colt,mechanical,blue,400000,1996,gasoline,False,1.3,hatchback,False,front,1000.0,True
Mitsubishi,Lancer,automatic,black,190000,2008,gasoline,False,1.8,sedan,False,front,5900.0,False
Mitsubishi,Space Gear,mechanical,green,220000,1997,diesel,False,2.5,minibus,False,rear,3500.0,True
Mitsubishi,ASX,automatic,white,165000,2013,gasoline,False,1.8,suv,False,front,12500.0,True
Mitsubishi,Carisma,mechanical,silver,300000,1997,gasoline,False,1.6,hatchback,False,front,1750.0,True
Mitsubishi,Lancer,mechanical,blue,187000,2006,gasoline,False,1.6,sedan,False,front,4500.0,True
Mitsubishi,Pajero,automatic,black,320000,2007,gasoline,False,3.8,suv,False,all,9900.0,True
Mitsubishi,Pajero Sport,automatic,black,27000,2015,gasoline,False,3.0,suv,False,all,23456.0,False
Mitsubishi,Carisma,mechanical,blue,390000,1999,gasoline,False,1.6,hatchback,False,front,1790.0,False
Mitsubishi,Lancer,mechanical,blue,286112,1995,gasoline,False,1.6,sedan,False,front,1050.0,False
Mitsubishi,Galant,mechanical,silver,300000,1996,gasoline,False,1.8,hatchback,False,front,592.8,False
Mitsubishi,Galant,mechanical,silver,111111,1996,gasoline,False,2.0,liftback,False,front,1400.0,True
Mitsubishi,Carisma,mechanical,blue,383000,2000,gasoline,False,1.6,hatchback,False,front,2200.0,False
Mitsubishi,Space Wagon,mechanical,red,400000,1987,gasoline,False,1.8,minivan,False,front,650.0,False
Mitsubishi,ASX,mechanical,black,80000,2011,gasoline,False,1.6,suv,False,front,10500.0,True
Mitsubishi,Lancer,mechanical,other,400000,1992,gasoline,False,1.5,hatchback,False,front,600.0,True
Mitsubishi,Eclipse,mechanical,silver,230000,2002,gasoline,False,2.4,coupe,False,front,3500.0,True
Mitsubishi,Montero,automatic,silver,382803,2000,gasoline,False,3.0,suv,False,rear,4200.0,True
Mitsubishi,Pajero,automatic,black,93000,2008,diesel,False,3.2,suv,False,all,16500.0,False
Mitsubishi,Lancer,automatic,silver,270000,2008,gasoline,False,1.8,sedan,False,front,6500.0,True
Mitsubishi,Carisma,mechanical,silver,300000,1997,diesel,False,1.9,sedan,False,front,1000.0,True
Mitsubishi,Pajero Pinin,automatic,black,279000,2002,gasoline,False,2.0,suv,False,all,5450.0,True
Mitsubishi,Outlander,automatic,black,258000,2009,gasoline,False,2.4,suv,False,all,10000.0,False
Mitsubishi,Colt,mechanical,blue,241000,1986,diesel,False,1.8,hatchback,False,front,1185.61,False
Mitsubishi,Lancer,mechanical,blue,460000,1996,gasoline,False,1.3,sedan,False,front,474.25,False
Mitsubishi,Carisma,mechanical,silver,350000,1997,diesel,False,1.9,hatchback,False,front,1400.0,False
Mitsubishi,Galant,automatic,grey,346009,2003,gasoline,False,2.4,sedan,False,front,2634.45,False
Mitsubishi,Galant,automatic,white,255886,2001,gasoline,False,2.4,sedan,False,front,3000.0,True
Mitsubishi,Galant,mechanical,green,388652,1993,diesel,False,2.0,hatchback,False,front,500.0,False
Mitsubishi,Carisma,mechanical,silver,300000,1996,gasoline,False,1.6,hatchback,False,front,1600.0,True
Mitsubishi,Grandis,mechanical,silver,260000,2006,diesel,False,2.0,minivan,False,front,8300.0,True
Mitsubishi,Pajero,automatic,white,250000,1999,gas,True,1.8,suv,False,all,3200.0,True
Mitsubishi,Outlander,automatic,silver,83750,2014,gasoline,False,2.0,suv,False,all,18500.0,False
Mitsubishi,Space Wagon,mechanical,black,350000,2001,gasoline,False,2.4,universal,False,front,3082.61,False
Mitsubishi,Outlander,automatic,black,285100,2003,gasoline,False,2.4,suv,False,front,5500.0,True
Mitsubishi,Lancer,automatic,red,350000,2004,gasoline,False,1.6,sedan,False,front,2550.0,True
Mitsubishi,Outlander,mechanical,white,220000,2008,diesel,False,2.0,suv,False,all,9999.0,False
Mitsubishi,Pajero,mechanical,other,230000,1995,diesel,False,2.8,suv,False,all,5000.0,True
Mitsubishi,Carisma,mechanical,red,333333,1998,gasoline,False,1.8,sedan,False,front,1350.0,True
Mitsubishi,Colt,mechanical,other,201000,1996,gasoline,False,1.3,hatchback,False,front,1250.0,False
Mitsubishi,ASX,automatic,silver,179000,2010,gasoline,False,1.8,suv,False,front,10300.0,False
Mitsubishi,Montero,automatic,red,248000,2001,gasoline,False,3.5,suv,False,all,6900.0,True
Mitsubishi,L200,mechanical,black,250000,2007,diesel,False,2.5,pickup,False,all,11000.0,False
Mitsubishi,Lancer,mechanical,white,363189,1990,gasoline,False,1.3,sedan,False,front,1300.0,True
Mitsubishi,Lancer,automatic,red,213000,2007,gasoline,False,2.0,sedan,False,front,5800.0,False
Mitsubishi,Lancer,automatic,silver,140000,2008,gasoline,False,1.5,sedan,False,front,5200.0,False
Mitsubishi,Carisma,mechanical,violet,250000,2000,diesel,False,1.9,hatchback,False,front,1900.0,True
Mitsubishi,Outlander,automatic,black,162000,2010,gasoline,False,2.0,suv,False,all,7990.0,True
Mitsubishi,Lancer Evolution,mechanical,white,214000,2003,gasoline,False,2.0,sedan,False,all,11500.0,False
Mitsubishi,Eclipse,mechanical,black,5000,2000,gasoline,False,2.4,coupe,False,front,3319.74,False
Mitsubishi,Grandis,mechanical,black,280000,2006,diesel,False,2.0,minivan,False,front,8400.0,True
Mitsubishi,Space Star,mechanical,green,297000,1999,gasoline,False,1.3,universal,False,front,2700.0,True
Mitsubishi,Galant,mechanical,grey,250000,1993,gasoline,False,2.0,hatchback,False,front,1400.0,True
Mitsubishi,Galant,mechanical,red,300000,1995,gasoline,False,1.8,hatchback,False,front,300.0,False
Mitsubishi,Lancer,mechanical,brown,315000,1991,gasoline,False,1.5,sedan,False,front,300.0,False
Mitsubishi,Lancer,mechanical,black,199,1994,gasoline,False,1.6,sedan,False,front,700.0,True
Mitsubishi,Pajero Sport,mechanical,silver,265000,2005,diesel,False,2.5,suv,False,all,8000.0,True
Mitsubishi,Pajero,automatic,black,95000,2011,gasoline,False,3.5,suv,False,all,15500.0,False
Mitsubishi,Galant,mechanical,red,360000,1993,gasoline,False,1.8,hatchback,False,front,1150.0,True
Mitsubishi,Colt,mechanical,orange,340000,1998,gasoline,False,1.3,hatchback,False,front,1150.0,True
Mitsubishi,ASX,mechanical,silver,185000,2011,gasoline,False,1.6,suv,False,front,10000.0,True
Mitsubishi,Lancer,automatic,black,186090,2002,gasoline,False,2.0,sedan,False,front,3250.0,False
Mitsubishi,Carisma,mechanical,blue,260000,1995,gasoline,False,1.8,hatchback,False,front,1100.0,True
Mitsubishi,Galant,automatic,silver,321869,2002,gasoline,False,2.4,sedan,False,front,2100.0,False
Mitsubishi,Carisma,mechanical,silver,331100,1998,gasoline,False,1.8,hatchback,False,front,1200.0,True
Mitsubishi,ASX,automatic,grey,76000,2015,gasoline,False,1.8,suv,False,front,14700.0,False
Mitsubishi,Space Runner,mechanical,blue,150000,1997,gasoline,False,1.8,hatchback,False,front,1050.0,False
Mitsubishi,Carisma,mechanical,silver,288877,1998,diesel,False,1.9,hatchback,False,front,1000.0,False
Mitsubishi,Carisma,mechanical,blue,400000,2000,diesel,False,1.9,hatchback,False,front,1600.0,True
Mitsubishi,Pajero,automatic,silver,247000,2002,diesel,False,3.2,suv,False,rear,8000.0,True
Mitsubishi,Pajero,automatic,silver,287000,2002,diesel,False,3.2,suv,False,all,8000.0,True
Mitsubishi,Galant,mechanical,green,1000000,1995,gasoline,False,1.8,hatchback,False,front,900.0,True
Mitsubishi,Galant,mechanical,green,420000,1998,diesel,False,2.0,universal,False,front,2500.0,True
Mitsubishi,L200,automatic,grey,200000,2008,diesel,False,2.5,pickup,False,all,8900.0,False
Mitsubishi,Pajero,automatic,blue,370000,2002,diesel,False,3.2,suv,False,all,7150.0,False
Mitsubishi,Carisma,mechanical,black,240000,2001,gasoline,False,1.6,hatchback,False,front,3200.0,False
Mitsubishi,Outlander,automatic,silver,159325,2005,gasoline,False,2.4,suv,False,front,6450.0,False
Mitsubishi,Sigma,mechanical,brown,500000,1994,gasoline,False,3.0,universal,False,front,1550.0,True
Mitsubishi,Pajero Sport,automatic,black,200000,1997,gas,True,3.0,suv,False,all,3000.0,False
Mitsubishi,Space Star,mechanical,red,530000,2001,diesel,False,1.9,hatchback,False,front,2000.0,False
Mitsubishi,Space Star,mechanical,other,230000,2003,gasoline,False,1.3,hatchback,False,front,3199.0,False
Mitsubishi,Galant,mechanical,grey,300000,1990,gasoline,False,1.8,sedan,False,rear,1000.0,False
Mitsubishi,Galant,mechanical,red,200000,1998,diesel,False,2.0,universal,False,front,1600.0,True
Mitsubishi,ASX,automatic,silver,223699,2011,gasoline,False,2.0,suv,False,all,9150.0,False
Mitsubishi,Galant,mechanical,white,360000,1998,diesel,False,2.0,sedan,False,front,2000.0,False
Mitsubishi,Space Wagon,mechanical,other,333000,1996,gasoline,False,2.0,universal,False,front,500.0,False
Mitsubishi,Pajero,automatic,black,45000,2014,gasoline,False,3.0,suv,False,all,29900.0,False
Mitsubishi,Colt,mechanical,red,192500,1994,gasoline,False,1.3,hatchback,False,front,1050.0,False
Mitsubishi,Outlander,automatic,white,195000,2013,gasoline,False,2.4,suv,False,all,12500.0,False
Mitsubishi,Galant,automatic,silver,180000,2000,gasoline,False,2.4,sedan,False,front,2650.0,True
Mitsubishi,ASX,automatic,black,127291,2012,gasoline,False,2.0,suv,False,front,10500.0,True
Mitsubishi,Lancer,automatic,black,245124,2009,gasoline,False,2.0,hatchback,False,front,12400.0,False
Mitsubishi,ASX,mechanical,blue,243241,2013,gasoline,False,1.6,suv,False,front,10499.0,True
Mitsubishi,Lancer,mechanical,other,139154,2004,gasoline,False,1.6,sedan,False,front,2700.0,True
Mitsubishi,Outlander,automatic,black,274601,2010,gasoline,False,2.4,suv,False,all,10600.0,True
Mitsubishi,Lancer,mechanical,silver,195026,2007,gasoline,False,1.6,sedan,False,front,4499.0,True
Mitsubishi,Outlander,automatic,white,95000,2015,gasoline,False,2.4,suv,False,all,21999.0,False
Mitsubishi,Space Star,mechanical,silver,220000,2002,diesel,False,1.9,hatchback,False,front,2608.37,False
Mitsubishi,Outlander,automatic,white,240000,2007,gasoline,False,3.0,suv,False,all,9150.0,True
Mitsubishi,L200,mechanical,silver,290000,2008,diesel,False,2.5,pickup,False,all,11000.0,False
Mitsubishi,Galant,automatic,other,418429,1999,gasoline,False,2.4,sedan,False,front,2000.0,True
Mitsubishi,Eclipse,automatic,black,101000,2002,gasoline,False,2.4,coupe,False,front,5000.0,False
Mitsubishi,Galant,mechanical,grey,238800,1993,diesel,False,2.0,sedan,False,front,900.0,True
Mitsubishi,Lancer Evolution,mechanical,blue,100000,1996,gasoline,False,2.0,coupe,False,front,3500.0,True
Mitsubishi,Pajero,automatic,black,142300,2011,gasoline,False,3.5,suv,False,all,20999.0,True
Mitsubishi,L400,mechanical,white,383000,2000,diesel,False,2.5,minibus,False,rear,3200.0,False
Mitsubishi,Carisma,automatic,blue,360000,2000,gasoline,False,1.8,hatchback,False,front,2500.0,True
Mitsubishi,ASX,automatic,red,122000,2013,gasoline,False,2.0,suv,False,all,13500.0,False
Mitsubishi,Lancer,mechanical,white,1000,2001,gasoline,False,2.0,sedan,False,all,8500.0,True
Mitsubishi,ASX,mechanical,grey,131000,2012,gasoline,False,1.6,suv,False,front,11600.0,False
Mitsubishi,L300,mechanical,other,300000,1991,diesel,False,2.5,minivan,False,rear,800.0,False
Mitsubishi,Lancer,mechanical,grey,85000,2008,gasoline,False,1.5,sedan,False,front,7000.0,False
Mitsubishi,Pajero,automatic,green,350000,2002,diesel,False,3.2,suv,False,all,8500.0,True
Mitsubishi,Outlander,automatic,grey,190000,2007,gasoline,False,3.0,suv,False,front,7900.0,False
Mitsubishi,Colt,mechanical,red,300000,1993,gasoline,False,1.3,hatchback,False,front,850.0,True
Mitsubishi,Galant,automatic,silver,243011,2005,gas,True,2.4,sedan,False,front,5000.0,False
Mitsubishi,Galant,mechanical,red,300000,1993,gasoline,False,1.8,sedan,False,front,1450.0,False
Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,False,3.5,suv,False,all,7700.0,True
Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,False,3.5,suv,False,all,7700.0,True
Mitsubishi,Pajero,automatic,brown,250000,2007,diesel,False,3.2,suv,False,all,13900.0,False
Mitsubishi,Lancer,mechanical,grey,240000,1988,gasoline,False,1.5,sedan,False,front,1500.0,False
Mitsubishi,Space Star,mechanical,red,140000,2003,gasoline,False,1.6,minivan,False,front,3400.0,False
Mitsubishi,Colt,mechanical,silver,213000,2007,gasoline,False,1.1,hatchback,False,front,3600.0,False
Mitsubishi,Grandis,automatic,blue,300000,2007,gas,True,2.4,minivan,False,front,5900.0,False
Mitsubishi,Colt,mechanical,black,150000,2007,gasoline,False,1.1,universal,False,front,3900.0,False
Mitsubishi,Colt,mechanical,silver,320000,1998,gasoline,False,1.6,hatchback,False,front,1350.0,False
Mitsubishi,Lancer,automatic,red,221000,2008,gasoline,False,1.8,sedan,False,front,7800.0,False
